Id,sex,annual_income,monthly_expenses,home_ownership,water_availabity,loan_tenure,loan_installments,loan_amount
17160,F,36000,2500,1,0.5,12,12,8000
17161,F,42000,3000,1,0.5,12,12,8000
17162,F,36000,2000,1,0.5,12,12,8000
17163,F,42000,2000,1,0.5,12,12,8000
17164,F,36000,2500,1,0.5,12,12,8000
17165,F,42000,2500,1,0.5,12,12,8000
17166,F,48000,2500,1,0.5,12,12,8000
17167,F,42000,2500,1,0.5,12,12,8000
17168,F,36000,2500,1,0.5,12,12,8000
17169,F,42000,2500,1,0.5,12,12,8000
17170,F,36000,2000,1,0.5,12,12,8000
17171,F,42000,2000,1,0.5,12,12,8000
17172,F,36000,2000,1,0.5,12,12,8000
17173,F,48000,3200,1,0.5,12,12,5000
17174,F,60000,4000,1,0.5,12,12,5000
17175,F,48000,3000,1,0.5,12,12,5000
17176,F,42000,2500,1,0.5,12,12,5000
17177,F,42000,3500,1,0.5,12,12,5000
17178,F,42000,3000,1,0.5,12,12,5000
17179,F,48000,3000,1,0.5,12,12,5000
17180,F,48000,3200,1,0.5,12,12,5000
17181,F,42000,2500,1,0.5,12,12,5000
17182,F,48000,3000,1,0.5,12,12,5000
17183,F,18000,3000,1,1,12,50,6000
17184,F,12000,2800,1,1,12,50,10000
17185,F,19200,3000,1,1,12,50,7000
17186,F,19200,2800,1,1,12,50,8000
17187,F,24000,3000,1,1,12,50,8000
17188,F,24000,3000,1,1,12,50,12000
17189,F,24000,4000,1,1,12,50,14000
17190,F,12000,4000,1,0.5,12,50,8000
17191,F,12000,3500,1,0.5,12,50,8000
17192,F,50000,3000,1,0.5,12,12,6000
17193,F,24000,3500,1,1,12,50,15000
17194,F,24000,3900,1,1,12,50,10000
17195,F,14400,3500,1,1,12,50,15000
17196,F,36000,3900,1,1,12,50,11000
17197,F,18000,3000,1,1,12,50,11000
17198,F,18000,3000,1,1,12,50,15000
17199,F,18000,3200,1,1,12,50,10000
17200,F,24000,3900,1,1,12,50,15000
17201,F,19200,3900,1,1,12,50,14000
17202,F,19200,3500,1,1,12,50,11000
17203,F,24000,3000,1,1,12,50,5000
17204,F,18000,2500,1,1,12,50,10000
17205,F,24000,3000,1,1,12,50,10000
17206,F,12000,3000,1,1,12,50,15000
17207,F,12000,3000,1,1,12,50,8000
17208,F,18000,2500,1,1,12,50,12000
17209,F,36000,4100,1,1,12,50,14000
17210,F,12000,3500,1,1,12,50,8000
17211,F,30000,3500,1,1,12,50,15000
17212,F,24000,3000,1,1,12,50,8000
17213,F,60000,3200,1,1,12,12,5000
17214,F,24000,3200,1,1,12,50,6000
17215,F,24000,3900,1,1,12,50,8000
17216,F,24000,3900,1,1,12,50,14000
17217,F,24000,3200,1,1,12,50,13000
17218,F,24000,3900,1,1,12,50,8000
17219,F,24000,3200,1,1,12,50,12000
17220,F,24000,3000,1,1,12,50,14000
17221,F,24000,3500,1,1,12,50,11000
17222,F,24000,3900,1,1,12,50,10000
17223,F,24000,3200,1,1,12,50,14000
17224,F,60000,3500,1,1,12,12,5000
17225,F,42000,3000,1,0.5,12,12,5000
17226,F,24000,4000,1,0.5,12,12,5000
17227,F,36000,5000,1,1,12,12,5000
17228,F,12000,3500,1,1,12,12,5000
17229,F,36000,1800,1,0.5,12,12,5000
17230,F,12000,3200,1,1,12,12,5000
17231,F,18000,3500,1,1,12,12,5000
17232,F,48000,3000,1,1,12,12,5000
17233,F,60000,4000,1,1,12,12,5000
17234,F,60000,3700,1,1,12,12,5000
17235,F,24000,3500,1,1,12,12,5000
17236,F,24000,4000,1,1,12,50,14000
17237,F,18000,3000,1,1,12,50,11000
17238,F,24000,3000,1,1,12,50,11000
17239,F,18000,3500,1,1,12,50,11000
17240,F,24000,3000,1,1,12,50,15000
17241,F,24000,3000,1,1,12,50,12000
17242,F,24000,3500,1,1,12,50,14000
17243,F,24000,2500,1,1,12,50,10000
17244,F,15600,3800,1,1,12,12,10000
17245,F,12000,4000,1,1,12,12,10000
17246,F,21600,3800,1,1,12,12,10000
17247,F,21600,4050,1,1,12,12,10000
17248,F,900,3900,1,1,12,12,8000
17249,F,10800,3900,1,1,12,12,8000
17250,F,10800,4000,1,1,12,12,8000
17251,F,10800,4000,1,1,12,12,8000
17252,F,10800,3900,1,1,12,12,8000
17253,F,12000,4000,1,1,12,12,8000
17254,F,10800,4100,1,1,12,12,8000
17255,F,10800,3900,1,1,12,12,8000
17256,F,10800,3900,1,1,12,12,8000
17257,F,12000,4000,1,1,12,12,8000
17258,F,10800,2900,1,1,12,12,8000
17259,F,10800,3400,1,1,12,12,8000
17260,F,10800,3900,1,1,12,12,8000
17261,F,10800,3900,1,1,12,12,8000
17262,F,10800,3900,1,1,12,12,8000
17263,F,10800,3900,1,1,12,12,8000
17264,F,18000,2500,1,1,12,12,5000
17265,F,18000,3000,1,1,12,12,5000
17266,F,24000,3500,1,1,12,12,5000
17267,F,18000,2500,1,1,12,12,5000
17268,F,24000,3000,1,1,12,12,5000
17269,F,36000,4000,1,1,12,12,10000
17270,F,24000,3500,1,1,12,12,10000
17271,F,60000,3000,1,1,12,12,10000
17272,F,60000,3800,1,1,12,12,10000
17273,F,60000,4000,1,1,12,12,7500
17274,F,70000,5000,1,1,12,12,5000
17275,F,90000,6000,1,1,12,12,5000
17276,F,80000,6000,1,1,12,12,5000
17277,M,80000,6000,1,1,12,12,5000
17278,F,80000,6000,1,1,12,12,5000
17279,F,12000,4000,1,1,12,12,5000
17280,F,12000,3500,1,1,12,12,8000
17281,F,12000,4000,1,1,12,12,5000
17282,F,60000,3500,1,1,12,12,15000
17283,F,48000,5000,1,1,12,12,15000
17284,F,36000,4000,1,1,12,12,15000
17285,F,60000,3800,1,1,12,12,15000
17286,F,36000,3500,1,1,12,12,10000
17287,F,24000,4000,1,1,12,12,10000
17288,F,36000,4000,1,1,12,12,10000
17289,F,60000,4000,1,1,12,12,10000
17290,F,48000,4500,1,1,12,12,10000
17291,F,72000,4000,1,1,12,12,15000
17292,F,60000,4000,1,1,12,12,15000
17293,F,48000,2800,1,1,12,12,15000
17294,F,48000,3000,1,1,12,12,15000
17295,F,54000,3200,1,1,12,12,15000
17296,F,9600,4800,1,0.5,12,50,8000
17297,F,8400,3800,1,0.5,12,50,8000
17298,F,12000,3000,1,0.5,12,50,8000
17299,F,8400,3000,1,0.5,12,50,8000
17300,F,9600,3000,1,0.5,12,50,8000
17301,F,12000,3200,1,0.5,12,50,8000
17302,F,9600,4000,1,0.5,12,50,8000
17303,F,80000,6000,1,1,12,12,5000
17304,F,24000,1500,1,0.5,12,50,8000
17305,F,9600,4000,1,0.5,12,50,8000
17306,F,9600,3000,1,0.5,12,50,8000
17307,M,80000,6000,1,1,12,12,5000
17308,F,9600,3200,1,0.5,12,50,8000
17309,F,85000,6000,1,1,12,12,5000
17310,F,9600,3000,1,0.5,12,50,8000
17311,F,84000,6000,1,1,12,12,10000
17312,F,12000,4200,1,0.5,12,50,8000
17313,F,75000,6000,1,1,12,12,5000
17314,F,48000,3000,1,1,12,12,8000
17315,F,12000,2500,1,0.5,12,50,8000
17316,F,60000,4000,0,1,12,12,8000
17317,F,78000,5000,0,1,12,12,8000
17318,M,60000,5000,1,1,12,12,5000
17319,F,36000,2000,1,1,12,12,8000
17320,F,70000,6000,1,1,12,12,5000
17321,F,9600,4000,1,0.5,12,50,8000
17322,F,12000,3500,1,0.5,12,50,8000
17323,F,12000,3500,1,0.5,12,50,8000
17324,F,36000,3500,1,1,12,12,10000
17325,F,24000,4000,1,1,12,12,10000
17326,F,12000,3500,1,0.5,12,50,8000
17327,F,24000,5500,1,1,12,12,10000
17328,F,54000,3300,1,1,12,12,10000
17329,F,48000,2800,1,1,12,12,10000
17330,F,80000,6000,1,1,12,12,5000
17331,F,80000,6000,1,1,12,12,5000
17332,F,12000,3700,1,0.5,12,50,8000
17333,F,14400,4200,1,0.5,12,50,8000
17334,F,18000,4000,1,0.5,12,50,8000
17335,F,12000,4200,1,0.5,12,50,8000
17336,F,12000,4000,1,0.5,12,50,8000
17337,F,12000,4200,1,0.5,12,50,8000
17338,F,58800,3900,1,1,12,50,10000
17339,F,50400,3300,1,1,12,50,10000
17340,F,52800,3350,1,1,12,50,10000
17341,F,58800,3900,1,1,12,50,10000
17342,F,51600,3250,1,1,12,50,10000
17343,F,9600,4400,1,0.5,12,50,8000
17344,F,9600,4000,1,0.5,12,50,8000
17345,F,9600,4700,1,0.5,12,50,8000
17346,F,9600,4000,1,0.5,12,50,8000
17347,F,12000,4000,1,0.5,12,50,8000
17348,F,9600,3700,1,0.5,12,50,8000
17349,F,12000,5000,1,0.5,12,50,8000
17350,F,12000,4000,1,0.5,12,50,8000
17351,F,70800,4650,1,1,12,50,10000
17352,F,61200,4200,1,1,12,50,10000
17353,F,18000,4300,1,0.5,12,50,8000
17354,F,18000,4400,1,0.5,12,50,8000
17355,F,12000,4200,1,0.5,12,50,8000
17356,F,12000,4300,1,0.5,12,50,8000
17357,F,12000,4000,1,0.5,12,50,8000
17358,F,12000,3500,1,0.5,12,50,8000
17359,F,9600,3000,1,0.5,12,50,8000
17360,F,18000,4200,1,0.5,12,50,8000
17361,F,13200,4200,1,0.5,12,50,8000
17362,F,12000,4200,1,0.5,12,50,8000
17363,F,12000,4300,1,0.5,12,50,8000
17364,F,12000,4000,1,0.5,12,50,8000
17365,F,9600,4000,1,0.5,12,50,8000
17366,F,9600,4800,1,0.5,12,50,8000
17367,F,12000,4100,1,0.5,12,50,8000
17368,F,12000,4200,1,0.5,12,50,8000
17369,F,12000,4000,1,0.5,12,50,8000
17370,F,12000,3200,1,0.5,12,50,8000
17371,F,60000,4000,0,1,12,12,10000
17372,F,60000,3000,0,1,12,12,10000
17373,F,60000,4000,0,1,12,12,10000
17374,F,48000,3000,1,1,12,12,10000
17375,F,30000,1500,1,1,12,12,10000
17376,F,78000,5000,0,1,12,12,8000
17377,F,60000,4000,1,1,12,12,8000
17378,F,60000,4000,1,1,12,12,8000
17379,F,69000,4000,0,1,12,12,8000
17380,F,84000,4000,0,1,12,12,10000
17381,F,60000,4000,1,1,12,12,10000
17382,F,81600,4500,1,1,12,12,10000
17383,F,65000,4500,1,1,12,12,10000
17384,F,78000,5000,1,1,12,12,8000
17385,F,60000,4000,1,1,12,12,8000
17386,F,84000,5500,0,1,12,12,8000
17387,F,60000,3000,0,1,12,12,8000
17388,F,72000,5000,1,1,12,12,8000
17389,F,84000,5000,1,1,12,12,8000
17390,F,78000,5000,1,1,12,12,10000
17391,F,54000,3000,1,1,12,12,10000
17392,F,36000,2000,1,1,12,12,10000
17393,F,60000,4000,1,1,12,12,10000
17394,F,84000,4000,1,1,12,12,8000
17395,F,60000,3000,0,1,12,12,8000
17396,F,24000,2000,1,1,12,12,8000
17397,F,60000,3000,1,1,12,12,8000
17398,F,48000,3000,1,1,12,12,8000
17399,F,60000,4150,1,1,12,50,10000
17400,F,93600,6650,1,1,12,50,10000
17401,F,64800,4650,1,1,12,50,10000
17402,F,48000,3000,0,0.5,12,12,8000
17403,F,24000,3000,1,1,12,50,12000
17404,F,24000,3200,1,1,12,50,10000
17405,F,60000,2000,1,0.5,12,12,5000
17406,F,72000,1500,1,0.5,12,12,5000
17407,F,12000,3900,1,1,12,50,10000
17408,F,24000,3000,1,1,12,50,15000
17409,F,18000,3500,1,1,12,50,13000
17410,F,24000,3000,1,1,12,50,9000
17411,F,24000,3000,1,1,12,50,10000
17412,F,24000,3500,1,1,12,50,15000
17413,F,24000,3000,1,1,12,50,9000
17414,F,24000,4000,1,1,12,50,13000
17415,F,24000,3000,1,1,12,50,8000
17416,F,18000,3800,1,1,12,50,15000
17417,F,24000,2500,1,1,12,50,11000
17418,F,24000,3000,1,1,12,50,14000
17419,F,24000,3000,1,1,12,50,8000
17420,F,24000,3000,1,1,12,50,10000
17421,F,24000,3000,1,1,12,50,13000
17422,F,24000,3000,1,1,12,50,8000
17423,F,24000,4000,1,1,12,50,10000
17424,F,24000,3200,1,1,12,50,12000
17425,F,24000,3500,1,1,12,50,12000
17426,F,24000,3500,1,1,12,50,9000
17427,F,24000,2500,1,1,12,50,10000
17428,F,12000,3500,1,1,12,50,12000
17429,F,24000,3000,1,1,12,50,14000
17430,F,24000,300,1,1,12,50,13000
17431,F,24000,3000,1,1,12,50,15000
17432,F,24000,3000,1,1,12,50,7000
17433,F,24000,3000,1,1,12,50,13000
17434,F,24000,4000,1,1,12,50,15000
17435,F,24000,3000,1,1,12,50,14000
17436,F,60000,4000,1,1,12,12,10000
17437,F,24000,3000,1,1,12,50,12000
17438,M,48000,3000,0,1,12,12,10000
17439,F,60000,4000,0,1,12,12,10000
17440,F,60000,4000,1,1,12,12,10000
17441,F,60000,4000,1,1,12,12,10000
17442,F,60000,4000,0,1,12,12,8000
17443,F,60000,3500,1,1,12,12,8000
17444,F,60000,4000,0,1,12,12,8000
17445,F,60000,4000,0,1,12,12,8000
17446,F,66000,4000,0,1,12,12,8000
17447,F,48000,3000,0,1,12,12,8000
17448,F,72000,5000,0,1,12,12,8000
17449,F,84000,5000,1,1,12,12,8000
17450,F,60000,4000,1,0.5,12,12,8000
17451,F,60000,4000,1,0.5,12,12,8000
17452,F,48000,3000,1,0.5,12,12,10000
17453,F,48000,3000,1,0.5,12,12,10000
17454,F,48000,3000,1,0.5,12,12,10000
17455,F,60000,3000,1,1,12,12,10000
17456,F,60000,3000,1,0.5,12,12,10000
17457,F,48000,3000,1,0.5,12,12,10000
17458,F,48000,3000,1,0.5,12,12,10000
17459,F,60000,3500,1,0.5,12,12,10000
17460,F,48000,3000,1,0.5,12,12,10000
17461,F,48000,2500,1,0.5,12,12,10000
17462,F,48000,3000,1,0.5,12,12,10000
17463,F,48000,3000,1,0.5,12,12,10000
17464,F,48000,3000,1,0.5,12,12,10000
17465,F,60000,3000,1,0.5,12,12,10000
17466,F,84000,6000,0,1,12,12,8000
17467,F,36000,5000,1,1,12,12,10000
17468,F,24000,3200,1,1,12,12,10000
17469,F,42000,3000,1,0.5,12,12,8000
17470,F,48000,3000,1,1,12,12,8000
17471,F,48000,3500,1,1,12,12,8000
17472,F,42000,2500,1,0.5,12,12,8000
17473,F,36000,2000,1,0.5,12,12,8000
17474,F,48000,3000,1,0.5,12,12,8000
17475,F,57600,3600,1,1,12,50,10000
17476,F,42000,3000,1,0.5,12,12,8000
17477,F,51600,3400,1,1,12,50,10000
17478,F,54000,3650,1,1,12,50,10000
17479,F,42000,3000,1,1,12,12,8000
17480,F,61200,4250,1,1,12,50,10000
17481,F,48000,3500,1,0.5,12,12,8000
17482,F,82800,5750,1,1,12,50,10000
17483,F,48000,3000,1,0.5,12,12,8000
17484,F,64800,4450,1,1,12,50,10000
17485,F,48000,3000,1,0.5,12,12,8000
17486,F,42000,3000,1,0.5,12,12,8000
17487,F,42000,2500,1,0.5,12,12,8000
17488,F,42000,3000,1,0.5,12,12,8000
17489,F,36000,2500,1,0.5,12,12,8000
17490,F,64800,4600,0,1,12,50,10000
17491,F,55200,3650,1,1,12,50,10000
17492,F,60000,3500,1,0.5,12,12,8000
17493,F,60000,4100,1,1,12,50,10000
17494,F,63600,4400,0,1,12,50,10000
17495,F,48000,3000,1,0.5,12,12,8000
17496,F,42000,2500,1,0.5,12,12,8000
17497,F,60000,4100,1,1,12,50,10000
17498,F,58800,3950,0,1,12,50,10000
17499,F,48000,3000,1,0.5,12,12,8000
17500,F,64800,4500,0,1,12,50,10000
17501,F,66000,4750,1,1,12,50,10000
17502,F,58800,3850,1,1,12,50,10000
17503,F,62400,4350,1,1,12,50,10000
17504,F,72000,4950,1,1,12,50,10000
17505,F,66000,4600,1,1,12,50,10000
17506,F,62400,4250,1,1,12,50,10000
17507,F,60000,3000,1,0.5,12,12,10000
17508,F,62400,4300,1,1,12,50,10000
17509,F,58800,3950,1,1,12,50,10000
17510,F,58800,3950,1,1,12,50,10000
17511,F,66000,4600,1,1,12,50,10000
17512,F,60000,4100,1,1,12,50,10000
17513,F,24000,2800,1,1,12,12,10000
17514,F,42000,3700,1,1,12,12,10000
17515,F,48000,2500,1,1,12,12,10000
17516,F,18000,2800,1,1,12,12,7500
17517,F,18000,3800,1,1,12,12,7500
17518,F,36000,2000,1,1,12,12,7500
17519,F,36000,5000,1,1,12,12,7500
17520,F,24000,4200,1,1,12,12,7500
17521,F,24000,3800,1,1,12,12,12000
17522,F,36000,3500,1,1,12,12,12000
17523,F,64800,4450,1,1,12,50,10000
17524,F,58800,3600,1,1,12,50,10000
17525,F,58800,3450,1,1,12,50,10000
17526,F,72000,4950,1,1,12,50,10000
17527,F,66000,4600,1,1,12,50,10000
17528,F,66000,4450,1,1,12,50,10000
17529,F,78000,5600,1,1,12,50,10000
17530,F,80400,5650,1,1,12,50,10000
17531,F,62400,4300,1,1,12,50,10000
17532,F,50400,3150,1,1,12,50,10000
17533,F,52800,3400,1,1,12,50,10000
17534,F,76200,5250,1,1,12,50,10000
17535,F,63600,4250,1,1,12,50,10000
17536,F,62400,4150,1,1,12,50,10000
17537,F,67200,4750,1,1,12,50,10000
17538,F,46800,2750,1,1,12,50,10000
17539,F,68400,4600,1,1,12,50,10000
17540,F,63600,4250,1,1,12,50,10000
17541,F,78000,5400,1,1,12,50,10000
17542,F,66600,4600,1,1,12,50,10000
17543,F,75600,5250,1,1,12,50,10000
17544,F,93000,6600,1,1,12,50,10000
17545,F,68400,4450,1,1,12,50,10000
17546,F,67800,4750,1,1,12,50,10000
17547,F,58200,3750,1,1,12,50,10000
17548,F,64800,4500,1,1,12,50,10000
17549,F,64800,4550,1,1,12,50,10000
17550,F,62400,4150,1,1,12,50,10000
17551,F,64800,4350,1,1,12,50,10000
17552,F,66000,4450,1,1,12,50,10000
17553,F,66000,4450,1,1,12,50,10000
17554,F,69600,4750,1,1,12,50,10000
17555,F,64200,4450,1,1,12,50,10000
17556,M,80000,6000,1,1,12,12,5000
17557,F,58800,4300,1,1,12,50,10000
17558,F,68400,4650,1,1,12,50,10000
17559,F,80000,5000,1,0.5,12,12,5000
17560,F,62400,4150,1,1,12,50,10000
17561,F,62400,4100,1,1,12,50,10000
17562,F,68400,4600,1,1,12,50,10000
17563,F,46800,2850,1,1,12,50,10000
17564,F,62400,4100,1,1,12,50,10000
17565,F,60000,4000,1,1,12,12,5000
17566,F,72000,5100,1,1,12,50,10000
17567,F,60000,3500,1,1,12,12,5000
17568,F,30000,4500,1,1,12,12,12000
17569,F,24000,3000,1,1,12,12,12000
17570,F,60000,3700,1,1,12,12,12000
17571,F,36000,4000,1,1,12,12,7500
17572,F,18000,3200,1,1,12,12,7500
17573,F,48000,2800,1,1,12,12,7500
17574,F,36000,2500,1,1,12,12,8000
17575,F,42000,2500,1,1,12,12,8000
17576,F,36000,2500,1,1,12,12,8000
17577,F,36000,2000,1,1,12,12,8000
17578,F,42000,2500,1,1,12,12,8000
17579,F,42000,2500,1,0.5,12,12,8000
17580,F,42000,2500,1,0.5,12,12,8000
17581,F,48000,2000,1,1,12,12,8000
17582,F,36000,2500,1,1,12,12,8000
17583,F,52000,2000,1,1,12,12,8000
17584,F,36000,2500,1,1,12,12,8000
17585,F,48000,2500,1,1,12,12,8000
17586,F,36000,2500,1,1,12,12,8000
17587,F,42000,3000,1,1,12,12,8000
17588,F,52000,3000,1,1,12,12,8000
17589,F,48000,3000,1,1,12,12,8000
17590,F,42000,2500,1,0.5,12,12,8000
17591,F,36000,2000,1,0.5,12,12,8000
17592,F,42000,2000,1,0.5,12,12,8000
17593,F,48000,2500,1,0.5,12,12,8000
17594,F,42000,2000,1,0.5,12,12,8000
17595,F,60000,5000,1,1,12,50,8000
17596,F,60000,5000,1,1,12,50,8000
17597,F,60000,5000,1,1,12,50,8000
17598,F,60000,5000,1,1,12,50,8000
17599,F,60000,5000,1,1,12,50,8000
17600,F,60000,5000,1,1,12,50,8000
17601,F,60000,5000,1,1,12,50,8000
17602,F,36000,2000,1,1,12,12,7500
17603,F,42000,2000,1,1,12,12,7500
17604,F,48000,3000,1,1,12,12,7500
17605,F,60000,4000,1,1,12,12,7500
17606,F,18000,3200,1,1,12,12,7500
17607,F,48000,3000,1,1,12,12,7500
17608,F,18000,3000,1,1,12,12,7500
17609,F,60000,4000,1,1,12,12,7500
17610,F,48000,3000,1,1,12,12,7500
17611,F,42000,2500,1,1,12,12,7500
17612,F,18000,3000,1,1,12,12,7500
17613,F,48000,2800,1,1,12,12,7500
17614,F,18000,3800,1,1,12,12,7500
17615,F,60000,5000,1,1,12,50,8000
17616,F,60000,5000,1,1,12,50,8000
17617,F,60000,5000,1,1,12,50,8000
17618,F,60000,5000,1,1,12,50,8000
17619,F,60000,5000,1,1,12,50,8000
17620,F,60000,5000,1,1,12,50,8000
17621,F,60000,4200,1,0.5,12,12,5000
17622,F,70000,5400,1,0.5,12,12,5000
17623,F,72000,5400,1,0.5,12,12,5000
17624,F,24000,4000,1,1,12,12,7500
17625,F,66000,4800,1,0.5,12,12,5000
17626,F,36000,4000,1,1,12,12,7500
17627,F,48000,3000,1,1,12,12,7500
17628,F,66000,4200,1,0.5,12,12,5000
17629,F,60000,5000,1,1,12,50,8000
17630,F,60000,5000,1,1,12,50,8000
17631,F,70000,5200,1,0.5,12,12,5000
17632,F,60000,5000,1,1,12,50,8000
17633,F,60000,5000,1,1,12,50,8000
17634,F,60000,5000,1,1,12,50,8000
17635,F,60000,5000,1,1,12,50,8000
17636,F,60000,5000,1,1,12,50,8000
17637,F,70000,5200,1,1,12,12,5000
17638,F,60000,5000,1,1,12,50,8000
17639,F,60000,5000,1,1,12,50,8000
17640,F,60000,5000,1,1,12,50,8000
17641,F,60000,5000,1,1,12,50,8000
17642,F,60000,5000,1,1,12,50,8000
17643,F,60000,5000,1,1,12,50,8000
17644,F,60000,5000,1,1,12,50,8000
17645,F,60000,5000,1,1,12,50,8000
17646,F,60000,4000,1,1,12,12,7500
17647,F,60000,5000,1,1,12,50,8000
17648,F,60000,5000,1,1,12,50,8000
17649,F,60000,5000,1,1,12,50,8000
17650,F,60000,5000,1,1,12,50,8000
17651,F,72000,5000,1,1,12,12,5000
17652,F,72000,5000,1,0.5,12,12,5000
17653,F,50000,3500,1,0.5,12,12,5000
17654,F,60000,5000,1,1,12,50,8000
17655,F,60000,5000,1,1,12,50,8000
17656,F,60000,5000,1,1,12,50,8000
17657,F,72000,5000,1,1,12,12,5000
17658,F,60000,5000,1,1,12,50,8000
17659,F,35000,4000,1,0.5,12,12,5000
17660,F,60000,5000,1,1,12,50,8000
17661,F,65000,5000,1,1,12,12,5000
17662,F,60000,5000,1,1,12,50,8000
17663,F,60000,5000,1,1,12,50,8000
17664,F,68000,5000,1,1,12,12,5000
17665,F,60000,5000,1,1,12,50,8000
17666,F,60000,4200,1,1,12,12,5000
17667,F,60000,5000,1,1,12,50,8000
17668,F,60000,5000,1,1,12,50,8000
17669,F,60000,5000,1,1,12,50,8000
17670,F,60000,5000,1,1,12,50,8000
17671,F,60000,5000,1,1,12,50,8000
17672,F,60000,5000,1,1,12,50,8000
17673,F,70000,5200,1,1,12,12,5000
17674,F,60000,5000,1,1,12,50,8000
17675,F,60000,5000,1,1,12,50,8000
17676,F,60000,5000,1,1,12,50,8000
17677,F,55000,4000,1,1,12,12,5000
17678,F,40000,4000,1,0.5,12,12,5000
17679,F,45000,3500,1,0.5,12,12,5000
17680,F,55000,4000,1,0.5,12,12,5000
17681,F,66000,5000,1,1,12,12,5000
17682,F,70000,5000,1,1,12,12,5000
17683,F,15000,3000,1,1,12,12,5000
17684,F,18000,3000,1,1,12,12,5000
17685,F,180000,3000,1,1,12,12,5000
17686,F,12000,3000,1,1,12,12,5000
17687,F,15000,3000,1,1,12,12,5000
17688,F,18000,3500,0,1,12,12,5000
17689,F,12000,3000,1,1,12,12,5000
17690,F,15000,3000,1,1,12,12,5000
17691,F,18000,3000,1,1,12,12,5000
17692,F,15000,3000,1,1,12,12,5000
17693,F,24000,3800,1,1,12,12,10000
17694,F,18000,3500,1,1,12,12,10000
17695,F,36000,4500,1,1,12,12,10000
17696,F,48000,4000,1,1,12,12,10000
17697,F,48000,3000,1,1,12,12,10000
17698,F,54000,4000,1,1,12,12,15000
17699,F,36000,5000,1,1,12,12,15000
17700,F,60000,2500,1,1,12,50,10000
17701,F,48000,2500,1,1,12,50,10000
17702,F,18000,3500,1,1,12,12,5000
17703,F,18000,3000,1,1,12,12,5000
17704,F,48000,3200,1,1,12,12,5000
17705,F,60000,4500,1,1,12,12,15000
17706,F,48000,2500,1,1,12,12,15000
17707,F,54000,3500,1,1,12,12,15000
17708,F,60000,3200,1,1,12,12,10000
17709,F,24000,3500,1,1,12,12,10000
17710,F,36000,4000,1,1,12,12,10000
17711,F,24000,2500,1,1,12,12,10000
17712,F,24000,4000,1,1,12,12,10000
17713,F,24000,4000,1,1,12,12,7500
17714,F,18000,3500,1,1,12,12,7500
17715,F,18000,3200,1,1,12,12,7500
17716,F,18000,3000,1,1,12,12,7500
17717,F,18000,3200,1,1,12,12,7500
17718,F,18000,3500,1,1,12,12,5000
17719,F,30000,4000,1,1,12,12,10000
17720,F,18000,3000,1,1,12,12,5000
17721,F,48000,3000,1,1,12,12,10000
17722,F,24000,3300,1,1,12,12,10000
17723,F,18000,3000,1,1,12,12,5000
17724,F,24000,3500,1,1,12,12,10000
17725,F,48000,3000,1,1,12,12,10000
17726,F,24000,5500,1,1,12,12,10000
17727,F,24000,4000,1,1,12,12,10000
17728,F,42000,4500,1,1,12,12,10000
17729,F,18000,3200,1,1,12,12,7500
17730,F,14400,4100,1,0.5,12,50,7000
17731,F,18000,4500,1,0.5,12,50,7000
17732,F,12000,4100,1,0.5,12,50,7000
17733,F,30000,4500,1,1,12,12,5000
17734,F,54000,3500,1,1,12,12,5000
17735,M,60000,4000,1,0.5,12,12,8000
17736,M,50000,3200,1,0.5,12,12,8000
17737,M,60000,4000,1,0.5,12,12,8000
17738,F,50000,4000,1,0.5,12,12,5000
17739,F,56000,4500,1,0.5,12,12,5000
17740,F,0,5000,1,0.5,12,12,5000
17741,F,60000,3500,1,1,12,12,10000
17742,F,24000,3800,1,1,12,12,10000
17743,F,60000,3000,1,1,12,12,10000
17744,F,24000,4000,1,1,12,12,10000
17745,F,24000,2800,1,1,12,12,10000
17746,F,30000,3500,1,1,12,12,10000
17747,F,24000,3500,1,1,12,12,10000
17748,F,18000,3000,1,1,12,12,5000
17749,F,18000,3000,1,1,12,12,5000
17750,F,48000,3000,1,1,12,12,5000
17751,F,12000,3000,1,1,12,12,5000
17752,F,48000,3000,1,1,12,12,5000
17753,F,48000,3000,1,1,12,12,5000
17754,F,18000,3000,1,1,12,12,5000
17755,F,0,4000,1,0.5,12,12,5000
17756,F,12000,3000,1,1,12,12,5000
17757,F,18000,3000,1,1,12,12,5000
17758,F,50000,4000,1,0.5,12,12,5000
17759,F,50000,4000,1,0.5,12,12,5000
17760,F,45000,3000,1,1,12,12,5000
17761,M,48000,3000,1,1,12,12,8000
17762,M,54000,4000,1,1,12,12,8000
17763,M,60000,4500,1,1,12,12,8000
17764,M,54000,3500,1,1,12,12,8000
17765,M,52000,3800,1,1,12,12,8000
17766,M,55000,4000,1,1,12,12,8000
17767,M,52000,3500,1,1,12,12,8000
17768,M,48000,3000,1,1,12,12,8000
17769,M,48000,3000,1,1,12,12,8000
17770,M,52000,3000,1,1,12,12,8000
17771,M,48000,3000,1,1,12,12,8000
17772,M,52000,3500,1,0.5,12,12,8000
17773,M,50000,3200,1,1,12,12,8000
17774,F,12000,3000,1,1,12,12,8000
17775,M,90000,6000,1,1,12,12,5000
17776,F,12000,4300,1,0.5,12,50,7000
17777,F,18000,4500,1,0.5,12,50,7000
17778,F,70000,6000,1,1,12,12,5000
17779,F,14400,4500,1,0.5,12,50,7000
